amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	fulfilled-by	is-sold-by-ab 
403-9829601-8374732	403-9829601-8374732	2019-08-21T18:39:16+00:00	2019-08-22T10:03:41+00:00	Shipped	Amazon	Amazon.in			Expedited	Pashmoda- Women's Black Faux Pashmina Wool Kashmiri Design Shawl, Jacquard (Black)	BP-STAS-9Y8E	B07TVFFPRB	Shipped	1	INR	895.0								New Delhi	DELHI	110048	IN		false				false
404-1512216-7380334	404-1512216-7380334	2019-08-21T16:45:38+00:00	2019-08-22T10:01:14+00:00	Shipped	Amazon	Amazon.in			Standard	Pashmoda- Women's Kaani Pashmina Wool Shawl, Warm and Smooth Texture, Luxury Kashmiri Shawls, Stoles & Wraps (Black)	CG-4IF4-FZD7	B07TWX85LG	Shipped	1	INR	1945.0								Bangalore	Karnataka	560097	IN		false				false
404-6452440-3793906		2019-08-21T12:24:49+00:00	2019-08-21T12:31:21+00:00	Cancelled	Merchant	Amazon.in			Standard	Pashmoda- Women's Kaani Faux Pashmina Shawl, Stole Warm and Smooth Texture, Luxury Shawls, Stoles & Wraps (Beige)	W4-W3ZW-PLRR	B07TLHF1DP		0										Bangalore	Karnataka	560097	IN		false			Easy Ship	false
407-9039331-0337144		2019-08-21T08:20:23+00:00	2019-08-24T08:35:52+00:00	Shipped - Delivered to Buyer	Merchant	Amazon.in			Standard	Pashmoda- Women's Kaani Paisley and Floral Stole, Kashmiri Design Blended Wool Scarves, Stoles (Navy Blue)	sk_kaani_stole_2	B07TYFNRL5	Shipped	1	INR	1395.0	149.46							NEW DELHI	DELHI	110014	IN	Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1559642618760,Amazon PLCC Free-Financing Universal Merchant AAT-G3SN76P7M3GWS,Amazon PLCC Free-Financing Universal Merchant AAT-6SGQCIFNY4262,Amazon PLCC Free-Financing Universal Merchant AAT-RFYOEHHFE4VZ4,Amazon PLCC Free-Financing Universal Merchant AAT-BQWNP3SL2RF3W,Amazon PLCC Free-Financing Universal Merchant AAT-I7ZJICAI3ENQ6,Amazon PLCC Free-Financing Universal Merchant AAT-FSI5UASOFLLHM,Amazon PLCC Free-Financing Universal Merchant AAT-SUPUBDGM2QXJO,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1566217186471,Amazon PLCC Free-Financing Universal Merchant AAT-TKLLOFBXVGZUM	false			Easy Ship	false
406-6464394-1912346		2019-08-21T07:06:41+00:00	2019-08-21T14:23:07+00:00	Cancelled	Merchant	Amazon.in			Standard	Pashmoda- Women's Viscose Check Scarf, Stole, Wrap (Multi-colour)	49-B4JG-HP13	B07TJQJCLS		0	INR	475.24	23.76							BENGALURU	KARNATAKA	560098	IN		false			Easy Ship	false
403-8650274-1991548		2019-08-21T02:51:35+00:00	2019-08-26T05:31:54+00:00	Shipped - Delivered to Buyer	Merchant	Amazon.in			Standard	Pashmoda- Women's Kaani Faux Pashmina Stole, Warm and Smooth Texture, Luxury Floral Kashmiri Shawls, Stoles & Wraps (Taupe (Beige))	S0-MZBC-NAW7	B07TPTYH6H	Shipped	1	INR	1495.0	160.18							CHENNAI	TAMIL NADU	600028	IN	Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1559642618760,Amazon PLCC Free-Financing Universal Merchant AAT-G3SN76P7M3GWS,Amazon PLCC Free-Financing Universal Merchant AAT-6SGQCIFNY4262,Amazon PLCC Free-Financing Universal Merchant AAT-RFYOEHHFE4VZ4,Amazon PLCC Free-Financing Universal Merchant AAT-BQWNP3SL2RF3W,Amazon PLCC Free-Financing Universal Merchant AAT-I7ZJICAI3ENQ6,Amazon PLCC Free-Financing Universal Merchant AAT-FSI5UASOFLLHM,Amazon PLCC Free-Financing Universal Merchant AAT-SUPUBDGM2QXJO,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1566217186471,Amazon PLCC Free-Financing Universal Merchant AAT-TKLLOFBXVGZUM	false			Easy Ship	false
402-5742667-4741945	402-5742667-4741945	2019-08-20T11:39:31+00:00	2019-08-21T05:54:35+00:00	Shipped	Amazon	Amazon.in			Standard	Pashmoda- Women's Black Faux Pashmina Wool Kashmiri Design Shawl, Jacquard (Black)	BP-STAS-9Y8E	B07TVFFPRB	Shipped	1	INR	895.0						99.0		RAGHOGARH	MADHYA PRADESH	473112	IN	VPC-44571-3401150 Coupon	false				false
402-9209101-7576327		2019-08-20T06:35:43+00:00	2019-08-26T11:38:46+00:00	Shipped - Delivered to Buyer	Merchant	Amazon.in			Standard	Pashmoda- Women's Kani Shawl, Faux Pashmina Wool, Warm and Soft, Woven Kashmiri Paisley Design Multicolour Shawls Stoles Wraps (Crimson Red and Taupe)	9T-WDHH-TIH8	B07TQLZNGZ	Shipped	1	INR	1745.0	186.96							LEH	JAMMU & KASHMIR	194101	IN	Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1559642618760,Amazon PLCC Free-Financing Universal Merchant AAT-G3SN76P7M3GWS,Amazon PLCC Free-Financing Universal Merchant AAT-6SGQCIFNY4262,Amazon PLCC Free-Financing Universal Merchant AAT-RFYOEHHFE4VZ4,Amazon PLCC Free-Financing Universal Merchant AAT-BQWNP3SL2RF3W,Amazon PLCC Free-Financing Universal Merchant AAT-I7ZJICAI3ENQ6,Amazon PLCC Free-Financing Universal Merchant AAT-FSI5UASOFLLHM,Amazon PLCC Free-Financing Universal Merchant AAT-SUPUBDGM2QXJO,Amazon PLCC Free-Financing Universal Merchant AAT-Y4WY44IXXGB3M,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1566217186471	false			Easy Ship	false
407-2233654-6637109	407-2233654-6637109	2019-08-20T06:14:44+00:00	2019-08-20T13:17:49+00:00	Shipped	Amazon	Amazon.in			Standard	Pashmoda- Women's Faux Pashmina Wool Kashmiri Design Shawl, Warm and Soft, Jacquard Palla (Dark Brown)	YH-G92V-7GB6	B07TNNTC93	Shipped	1	INR	895.0		40.0					40.0	AHMEDABAD	GUJARAT	380007	IN	IN Core Free Shipping 2015/04/08 23-48-5-108	false				false
407-0623643-5722753	407-0623643-5722753	2019-08-19T09:21:49+00:00	2019-08-20T07:30:02+00:00	Shipped	Amazon	Amazon.in			Expedited	Pashmoda- Women's Kaani Pashmina Wool Shawl, Warm and Smooth Texture, Luxury Kashmiri Shawls, Stoles & Wraps (Black)	CG-4IF4-FZD7	B07TWX85LG	Shipped	1	INR	1945.0								THANE	MAHARASHTRA	401107	IN		false				false
